Sample_Name,Biological_Replicate,Technical_Replicate,Negative_control,Collection_Date_UTC,Collection_Date_local,Collection_Time_UTC,Collection_Time_local,Field_Sample_Name,Cast_No.,Rosette_position,Field_collection_method,Preservation,Area.within.region,Station,Depth_m,Lat,Lon,Sample_volume_ml,Personnel_responsible_for_Collecting_Sample,Field_Notes,e_num,FINAL Sample NAME,Cruise_ID_short,Cruise_ID_long,Lat_dec,Lon_dec,local_timezone,local_date_combined,utc_date_combined,pps_event_number,pps_sample_vol_pumped,pps_sample_duration,pps_sample_start_date,pps_fixative_flush_vol_pumped,pps_station_id,pps_sample_end_date,pps_utc_start_time,pps_utc_end_time_col,pps_expanded_start,pps_expanded_end,moor_pres,moor_cond,moor_temp,moor_oxy_mg,moor_time,moor_sal,moor_dens,moor_depth,moor_min_date,moor_max_date,moor_station_id,moor_count_avg,model_s_w,model_s_rho,model_AKs.meter2_second-1,model_AKv.meter2_second-1,model_Cs_r,model_Cs_w,model_LdetritusC.millimole_carbon_meter-3,model_LdetritusN.millimole_nitrogen_meter-3,model_NH4.millimole_nitrogen_meter-3,model_NO3.millimole_nitrogen_meter-3,model_Pair.millibar,model_SdetritusC.millimole_carbon_meter-3,model_SdetritusN.millimole_nitrogen_meter-3,model_TIC.millimole_carbon_meter-3,model_Uwind.meter_second-1,model_Vwind.meter_second-1,model_alkalinity.milliequivalents_meter-3,model_bustr.newton_meter-2,model_bvstr.newton_meter-2,model_h.meter,model_hc.meter,model_lat_rho.degree_north,model_lat_u.degree_north,model_lat_v.degree_north,model_latent.watt_meter-2,model_lon_rho.degree_east,model_lon_u.degree_east,model_lon_v.degree_east,model_lwrad.watt_meter-2,model_oxygen.millimole_oxygen_meter-3,model_phytoplankton.millimole_nitrogen_meter-3,model_salt.g_kg-1,model_sensible.watt_meter-2,model_shflux.watt_meter-2,model_ssflux.meter_second-1,model_sustr.newton_meter-2,model_svstr.newton_meter-2,model_swrad.watt_meter-2,model_temp.Celsius,model_u.meter_second-1,model_ubar.meter_second-1,model_v.meter_second-1,model_vbar.meter_second-1,model_w.meter_second-1,model_zeta.meter,model_zooplankton.millimole_nitrogen_meter-3,model_z_rho.m,model_z_w.m,ocean_model_count_avg,ocean_model_min_date,ocean_model_max_date,model_station
E1299.OC1021,1,1,False,2021-08-26,8/26/2021,07:01:00,0:01,PPS Port 1 - CE042,CE042,1,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,34.0,47˚ 21.009' N,124˚ 29.126' W,1000,Shannon Brown,Likely not preserved in fixative,E1299,E1299.CE042-PPS-0821,CE042-PPS-0821,OCNMS Oct 2021,47.35015,-124.48543333333333,America/Los_Angeles,2021-08-26 00:01:00,2021-08-26T07:01:00Z,1,1000,845,2021-08-26 00:01:24,78,CE042,2021-08-26 00:15:29,2021-08-26 07:01:24+00:00,2021-08-26 07:15:29+00:00,2021-08-26 06:53:34.875000+00:00,2021-08-26 07:23:18.125000+00:00,42.94,3.457959,7.4373,,738394.291979,33.7719,26.3912,42.577,2021-08-26 07:00:26.985598+00:00,2021-08-26 07:00:26.985598+00:00,CE042,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
E1275.OC1021,1,1,False,2021-08-26,8/26/2021,07:01:00,0:01,PPS Port 1 - TH042,TH042,1,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,34.0,47˚ 52.673' N,124˚ 44.340' W,1000,Sean McAllister and Emily Norton,,E1275,E1275.TH042-PPS-0821,TH042-PPS-0821,OCNMS Oct 2021,47.87788333333334,-124.739,America/Los_Angeles,2021-08-26 00:01:00,2021-08-26T07:01:00Z,1,1000,1002,2021-08-26 00:01:14,73,TH042,2021-08-26 00:17:56,2021-08-26 07:01:14+00:00,2021-08-26 07:17:56+00:00,2021-08-26 06:53:24.875000+00:00,2021-08-26 07:25:45.125000+00:00,42.539,3.451139,7.5973,2.41183,738394.291979,33.5431,26.1885,42.178,2021-08-26 07:00:26.985598+00:00,2021-08-26 07:00:26.985598+00:00,TH042,1,-0.5,-0.8666666666666667,7.050750718917698e-05,0.00010571510210866109,-0.7874051335039117,-0.3342208159675695,0.05964092165231705,0.009001482278108597,3.129694938659668,23.692968368530273,1016.9046630859375,7.202791690826416,0.8100653886795044,2247.640869140625,-1.1957529783248901,5.058591842651367,2263.266845703125,-0.001449397299438715,0.00642415089532733,40.90185543754495,10.0,47.87610638116912,47.87610638116912,47.87835632766127,3.905014753341675,-124.73185969013048,-124.72704402236144,-124.73185969013048,16.01239013671875,129.82212829589844,0.44228193163871765,32.824302673339844,9.839672088623047,29.757076263427734,-5.169755112888197e-08,-0.006520973052829504,0.02756369672715664,0.0,8.200708389282227,0.019702088087797165,0.06834626197814941,-0.07874477654695511,-0.12435151636600494,0.00028538162587210536,-0.6531028747558594,0.025471782311797142,-32.97190840913012,-15.415911153665059,1,2021-08-26 07:00:00+00:00,2021-08-26 07:00:00+00:00,TH042
E1300.OC1021,1,1,False,2021-08-27,8/27/2021,19:01:00,12:01,PPS Port 2 - CE042,CE042,2,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,34.0,47˚ 21.009' N,124˚ 29.126' W,1000,Shannon Brown,Likely not preserved in fixative,E1300,E1300.CE042-PPS-0821,CE042-PPS-0821,OCNMS Oct 2021,47.35015,-124.48543333333333,America/Los_Angeles,2021-08-27 12:01:00,2021-08-27T19:01:00Z,2,1000,893,2021-08-27 12:01:38,78,CE042,2021-08-27 12:16:31,2021-08-27 19:01:38+00:00,2021-08-27 19:16:31+00:00,2021-08-27 18:53:48.875000+00:00,2021-08-27 19:24:20.125000+00:00,42.624,3.465129,7.5812,,738395.791979,33.7098,26.3219,42.265,2021-08-27 19:00:26.985598+00:00,2021-08-27 19:00:26.985598+00:00,CE042,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
E1276.OC1021,1,1,False,2021-08-27,8/27/2021,19:01:00,12:01,PPS Port 2 - TH042,TH042,2,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,34.0,47˚ 52.673' N,124˚ 44.340' W,1000,Sean McAllister and Emily Norton,,E1276,E1276.TH042-PPS-0821,TH042-PPS-0821,OCNMS Oct 2021,47.87788333333334,-124.739,America/Los_Angeles,2021-08-27 12:01:00,2021-08-27T19:01:00Z,2,1000,1398,2021-08-27 12:01:38,73,TH042,2021-08-27 12:24:56,2021-08-27 19:01:38+00:00,2021-08-27 19:24:56+00:00,2021-08-27 18:53:48.875000+00:00,2021-08-27 19:32:45.125000+00:00,42.202,3.455587,7.6489,1.83944,738395.791979,33.5414,26.1799,41.844,2021-08-27 19:00:26.985598+00:00,2021-08-27 19:00:26.985598+00:00,TH042,1,-0.5,-0.8666666666666667,0.00022847994114272296,0.0002285499795107171,-0.7874051335039117,-0.3342208159675695,0.058487698435783386,0.008828351274132729,6.102515697479248,23.515932083129883,1021.7431030273438,6.486351490020752,0.7523539066314697,2284.62060546875,0.0402815155684948,-0.4022204279899597,2273.711181640625,-0.019168291240930557,-0.012539510615170002,40.90185543754495,10.0,47.87610638116912,47.87610638116912,47.87835632766127,0.023769980296492577,-124.73185969013048,-124.72704402236144,-124.73185969013048,-22.621013641357422,100.06973266601562,0.5566965341567993,32.996273040771484,-0.02482546679675579,499.4078369140625,-3.0597946398813747e-10,2.5911862394423224e-05,-0.0002629585505928844,522.0299072265625,7.8590617179870605,0.04579155519604683,0.03309786692261696,0.07777859270572662,-0.13237494230270386,0.0004656939418055117,-0.7540574073791504,0.0318903811275959,-32.99179881678269,-15.479836652713223,1,2021-08-27 19:00:00+00:00,2021-08-27 19:00:00+00:00,TH042
E1301.OC1021,1,1,False,2021-08-29,8/29/2021,07:01:00,0:01,PPS Port 3 - CE042,CE042,3,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,34.0,47˚ 21.009' N,124˚ 29.126' W,1000,Shannon Brown,Likely not preserved in fixative,E1301,E1301.CE042-PPS-0821,CE042-PPS-0821,OCNMS Oct 2021,47.35015,-124.48543333333333,America/Los_Angeles,2021-08-29 00:01:00,2021-08-29T07:01:00Z,3,1000,898,2021-08-29 00:01:43,78,CE042,2021-08-29 00:16:41,2021-08-29 07:01:43+00:00,2021-08-29 07:16:41+00:00,2021-08-29 06:53:53.875000+00:00,2021-08-29 07:24:30.125000+00:00,42.278,3.461525,7.4908,,738397.291979,33.7587,26.3732,41.921,2021-08-29 07:00:26.985598+00:00,2021-08-29 07:00:26.985598+00:00,CE042,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
E1277.OC1021,1,1,False,2021-08-29,8/29/2021,07:01:00,0:01,PPS Port 3 - TH042,TH042,3,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,34.0,47˚ 52.673' N,124˚ 44.340' W,1000,Sean McAllister and Emily Norton,,E1277,E1277.TH042-PPS-0821,TH042-PPS-0821,OCNMS Oct 2021,47.87788333333334,-124.739,America/Los_Angeles,2021-08-29 00:01:00,2021-08-29T07:01:00Z,3,1000,1603,2021-08-29 00:01:31,73,TH042,2021-08-29 00:28:14,2021-08-29 07:01:31+00:00,2021-08-29 07:28:14+00:00,2021-08-29 06:53:41.875000+00:00,2021-08-29 07:36:03.125000+00:00,42.07,3.458096,7.6902,1.73434,738397.291979,33.5288,26.164,41.713,2021-08-29 07:00:26.985598+00:00,2021-08-29 07:00:26.985598+00:00,TH042,1,-0.5,-0.8666666666666667,0.0011608055792748928,0.0015483779134228826,-0.7874051335039117,-0.3342208159675695,0.14984825253486633,0.022616200149059296,2.4257242679595947,24.596094131469727,1017.7567749023438,12.863485336303711,1.3611557483673096,2234.796630859375,0.5909045338630676,-1.743822455406189,2255.655517578125,-0.01809123530983925,0.09800426661968231,40.90185543754495,10.0,47.87610638116912,47.87610638116912,47.87835632766127,0.869917094707489,-124.73185969013048,-124.72704402236144,-124.73185969013048,18.717973709106445,136.50064086914062,0.4455597996711731,32.67609786987305,1.0853605270385742,20.673250198364258,-1.1586662651552615e-07,0.0003550606488715857,-0.0011497113155201077,0.0,8.389402389526367,0.12787017226219177,0.16177482903003693,-0.41475051641464233,-0.3731703460216522,-0.00038766887155361474,-0.8139497637748718,0.04071885719895363,-33.0035990138915,-15.51776113883861,1,2021-08-29 07:00:00+00:00,2021-08-29 07:00:00+00:00,TH042
E1302.OC1021,1,1,False,2021-08-30,8/30/2021,19:01:00,12:01,PPS Port 4 - CE042,CE042,4,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,34.0,47˚ 21.009' N,124˚ 29.126' W,1000,Shannon Brown,Likely not preserved in fixative,E1302,E1302.CE042-PPS-0821,CE042-PPS-0821,OCNMS Oct 2021,47.35015,-124.48543333333333,America/Los_Angeles,2021-08-30 12:01:00,2021-08-30T19:01:00Z,4,1000,892,2021-08-30 12:01:48,78,CE042,2021-08-30 12:16:40,2021-08-30 19:01:48+00:00,2021-08-30 19:16:40+00:00,2021-08-30 18:53:58.875000+00:00,2021-08-30 19:24:29.125000+00:00,42.989,3.460477,7.4713,,738398.791979,33.766,26.3817,42.626,2021-08-30 19:00:26.985598+00:00,2021-08-30 19:00:26.985598+00:00,CE042,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
E1278.OC1021,1,1,False,2021-08-30,8/30/2021,19:01:00,12:01,PPS Port 4 - TH042,TH042,4,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,34.0,47˚ 52.673' N,124˚ 44.340' W,1000,Sean McAllister and Emily Norton,,E1278,E1278.TH042-PPS-0821,TH042-PPS-0821,OCNMS Oct 2021,47.87788333333334,-124.739,America/Los_Angeles,2021-08-30 12:01:00,2021-08-30T19:01:00Z,4,1000,1475,2021-08-30 12:01:51,73,TH042,2021-08-30 12:26:26,2021-08-30 19:01:51+00:00,2021-08-30 19:26:26+00:00,2021-08-30 18:54:01.875000+00:00,2021-08-30 19:34:15.125000+00:00,42.672,3.457518,7.5911,2.2488,738398.791979,33.6179,26.2483,42.31,2021-08-30 19:00:26.985598+00:00,2021-08-30 19:00:26.985598+00:00,TH042,1,-0.5,-0.8666666666666667,0.00034616515040397644,0.0003904810000676662,-0.7874051335039117,-0.3342208159675695,0.19953596591949463,0.030088024213910103,2.573159694671631,23.680204391479492,1015.2884521484375,7.3194427490234375,0.7705711126327515,2248.002197265625,2.1456589698791504,-0.8472034335136414,2279.034423828125,-0.048764970153570175,0.030192727223038673,40.90185543754495,10.0,47.87610638116912,47.87610638116912,47.87835632766127,1.189244031906128,-124.73185969013048,-124.72704402236144,-124.73185969013048,-66.17139434814453,128.71864318847656,0.047068040817976,33.158294677734375,2.1588075160980225,567.7396240234375,-1.5468245351257792e-08,0.0013972484739497304,-0.0005682865739800036,630.56298828125,7.481539249420166,0.13613960146903992,0.16269652545452118,-0.1536765694618225,-0.24017542600631714,2.919781945820432e-05,-0.2107786387205124,0.006735837087035179,-32.8847601737737,-15.135826676079814,1,2021-08-30 19:00:00+00:00,2021-08-30 19:00:00+00:00,TH042
E1303.OC1021,1,1,False,2021-09-01,9/1/2021,07:01:00,0:01,PPS Port 5 - CE042,CE042,5,PPS Unit; Programmed Sampling,-,Olympic Coast National Marine Sanctuary,Cape Elizabeth,34.0,47˚ 21.009' N,124˚ 29.126' W,1000,Shannon Brown,Likely not preserved in fixative,E1303,E1303.CE042-PPS-0821,CE042-PPS-0821,OCNMS Oct 2021,47.35015,-124.48543333333333,America/Los_Angeles,2021-09-01 00:01:00,2021-09-01T07:01:00Z,5,1000,891,2021-09-01 00:01:53,78,CE042,2021-09-01 00:16:44,2021-09-01 07:01:53+00:00,2021-09-01 07:16:44+00:00,2021-09-01 06:54:03.875000+00:00,2021-09-01 07:24:33.125000+00:00,42.692,3.463152,7.5004,,738400.291979,33.7669,26.3783,42.332,2021-09-01 07:00:26.985598+00:00,2021-09-01 07:00:26.985598+00:00,CE042,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
E1279.OC1021,1,1,False,2021-09-01,9/1/2021,07:01:00,0:01,PPS Port 5 - TH042,TH042,5,PPS Unit; Programmed Sampling,95% EtOH,Olympic Coast National Marine Sanctuary,Teahwhit Head,34.0,47˚ 52.673' N,124˚ 44.340' W,1000,Sean McAllister and Emily Norton,,E1279,E1279.TH042-PPS-0821,TH042-PPS-0821,OCNMS Oct 2021,47.87788333333334,-124.739,America/Los_Angeles,2021-09-01 00:01:00,2021-09-01T07:01:00Z,5,1000,1306,2021-09-01 00:01:56,73,TH042,2021-09-01 00:23:42,2021-09-01 07:01:56+00:00,2021-09-01 07:23:42+00:00,2021-09-01 06:54:06.875000+00:00,2021-09-01 07:31:31.125000+00:00,42.434,3.456789,7.5977,2.08427,738400.291979,33.6038,26.2362,42.074,2021-09-01 07:00:26.985598+00:00,2021-09-01 07:00:26.985598+00:00,TH042,1,-0.5,-0.8666666666666667,8.697406155988574e-05,0.00012068864452885464,-0.7874051335039117,-0.3342208159675695,0.07410889118909836,0.011177615262567997,2.421363115310669,24.141496658325195,1016.9400634765625,5.548969268798828,0.6499401926994324,2244.579833984375,-3.044130802154541,-0.7515178918838501,2276.9287109375,0.0007676212699152529,0.0002326437970623374,40.90185543754495,10.0,47.87610638116912,47.87610638116912,47.87835632766127,-11.519828796386719,-124.73185969013048,-124.72704402236144,-124.73185969013048,-33.74748992919922,131.97830200195312,0.1724809855222702,33.11083221435547,-9.205056190490723,-54.47237777709961,1.4902616385370493e-07,-0.014350884594023228,-0.0036099732387810946,0.0,7.6544976234436035,-0.0766645073890686,0.017065731808543205,-0.03181829676032066,-0.14919719099998474,6.923706678207964e-05,0.008404897525906563,0.011699851602315903,-32.841575883050076,-14.997037296607605,1,2021-09-01 07:00:00+00:00,2021-09-01 07:00:00+00:00,TH042
